slug,business_name,business_category,city,address,phone_number,phone_e164,phone_type,website_url,domain,rating,review_count,tier,is_spending_money,spending_evidence,gatc_has_ads,gatc_ad_count,gatc_url,gatc_checked_at,meta_has_ads,meta_ad_count,meta_url,meta_checked_at,has_meta_pixel,has_google_ads_remarketing,has_google_ads_conversion,has_gtm,has_ga4,has_tiktok_pixel,is_prospect,cohort,priority,call_tracking_provider,call_tracking_evidence,form_ga4_event,form_gtm_tag,form_google_ads_conv,form_tel_link,gbp_overall_grade,gbp_overall_score,gbp_completeness_score,gbp_visuals_score,gbp_reviews_score,gbp_categories_attributes_score,gbp_technical_score,gbp_top_fix_1,gbp_top_fix_2,gbp_top_fix_3,gbp_overrides_applied,gbp_notes,pitch_angle
aesthetic clinic-greenock-lorna-cox-aesthetics,Lorna Cox Aesthetics,aesthetic clinic,greenock,"2 Scarlow St, Port Glasgow PA14 5EY, UK",01475 741186,+441475741186,,https://www.lornacoxaesthetics.co.uk/,lornacoxaesthetics.co.uk,5,22,tier2,False,,False,0,https://adstransparency.google.com/?region=GB&domain=lornacoxaesthetics.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Lorna%20Cox%20Aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
aesthetic clinic-glasgow-avanc-aesthetics,Avancé Aesthetics,aesthetic clinic,glasgow,"6th floor suite 602, Central Chambers, 93 Hope St, Glasgow G2 6LD, UK",07535 571366,+447535571366,,http://www.avance-aesthetics.com/,avance-aesthetics.com,4.9,38,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=avance-aesthetics.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Avanc%C3%A9%20Aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
driving school-glasgow-mm-driving-school,mm driving school,driving school,glasgow,"485 Allison St, Glasgow G42 8SZ, UK",07403 088667,+447403088667,mobile,http://www.mmdrivingschools.co.uk/,mmdrivingschools.co.uk,4.8,113,tier1,True,meta:2700;gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=mmdrivingschools.co.uk,2026-04-14T12:25:21Z,True,2700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=mm%20driving%20school&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,True,True,False,True,False,True,B,82,,,False,True,True,True,A,8.34,9.0,10.0,7.33,7.3,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",Request reviews from last 10 customers this week,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
financial advisor-edinburgh-seed-financial-planning,Seed Financial Planning,financial advisor,edinburgh,"15 Montagu Terrace, Edinburgh EH3 5QR, UK",0131 202 5533,+441312025533,geographic,http://www.seedfp.co.uk/,seedfp.co.uk,5,16,tier2,True,meta:76,False,0,https://adstransparency.google.com/?region=GB&domain=seedfp.co.uk,2026-04-14T12:25:21Z,True,76,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Seed%20Financial%20Planning&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,62,,,False,False,False,True,C,6.14,8.0,3.0,6.0,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 5+ photos: exterior, 2 interior, team, and 2 service shots","Fill service-option attributes (payment, parking, accessibility, amenities)",,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
solicitor-newton-mearns-r-r-s-mearns,R & R S Mearns,solicitor,newton-mearns,"2 Carment Dr, Shawlands, Glasgow G41 3PR, UK",0141 632 6162,+441416326162,geographic,https://solicitortree.co.uk/firm/1839/R-And-RS-Mearns/,solicitortree.co.uk,4.3,51,tier1,True,meta:22000,False,0,https://adstransparency.google.com/?region=GB&domain=solicitortree.co.uk,2026-04-14T12:25:21Z,True,22000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=R%20%26%20R%20S%20Mearns&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,78,,,False,False,False,True,B,7.08,9.0,3.0,6.67,8.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 5+ photos: exterior, 2 interior, team, and 2 service shots",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-wishaw-baby-scantastic-wishaw,Baby Scantastic Wishaw,aesthetic clinic,wishaw,"11 Glencairn Ave, Wishaw ML2 7RG, UK",07341 625131,+447341625131,,https://babyscantastic.co.uk/,babyscantastic.co.uk,5,104,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=babyscantastic.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Baby%20Scantastic%20Wishaw&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,False,,0,,,,,,,,,,,,,,,,,,,
cleaner-glasgow-the-home-maid,The Home Maid,cleaner,Glasgow,"1054 Argyle St, Finnieston, Glasgow G3 8LY, UK",0141 374 2833,+441413742833,,https://www.thehomemaid.co.uk/glasgow,thehomemaid.co.uk,4.8,21,tier2,False,,False,0,https://adstransparency.google.com/?region=GB&domain=thehomemaid.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=The%20Home%20Maid&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
aesthetic clinic-inverness-west-park-aesthetics,West Park Aesthetics,aesthetic clinic,inverness,"8 W Park Ave, Inverness IV2 5JP, UK",07557 646483,+447557646483,,http://www.westparkaesthetics.co.uk/,westparkaesthetics.co.uk,5,105,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=westparkaesthetics.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=West%20Park%20Aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
vet-edinburgh-the-hospital-for-small-animals,The Hospital for Small Animals,vet,edinburgh,"The Royal (Dick) School of Veterinary Studies, The University of Edinburgh, Easter Bush Campus, Midlothian EH25 9RG, UK",0131 650 7650,+441316507650,geographic,https://www.ed.ac.uk/vet/services/small-animals,ed.ac.uk,4.8,156,tier1,True,meta:47000,False,0,https://adstransparency.google.com/?region=GB&domain=ed.ac.uk,2026-04-14T12:25:21Z,True,47000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=The%20Hospital%20for%20Small%20Animals&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,False,False,True,B,82,,,False,True,False,False,A,8.79,9.0,10.0,8.0,8.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-kilmarnock-eden-aesthetic,Eden Aesthetic,aesthetic clinic,kilmarnock,"72 N Main St, Kilmarnock, VA 22482, USA",(804) 505-0150,+8045050150,unknown,https://www.edenaesthetic.com/,edenaesthetic.com,5,41,tier1,True,meta:18,False,0,https://adstransparency.google.com/?region=GB&domain=edenaesthetic.com,2026-04-14T12:25:21Z,True,18,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Eden%20Aesthetic&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,76,,,False,False,False,False,B,7.11,9.0,3.0,7.33,7.3,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 4+ photos: exterior, 2 interior, team, and 2 service shots",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
dentist-greenock-orangefield-dental-care,Orangefield Dental Care,dentist,greenock,"2 Orangefield, Greenock PA15 1YX, UK",01475 722341,+441475722341,geographic,http://www.orangefielddentalcare.co.uk/,orangefielddentalcare.co.uk,4.7,119,tier1,True,meta:1,False,0,https://adstransparency.google.com/?region=GB&domain=orangefielddentalcare.co.uk,2026-04-14T12:25:21Z,True,1,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Orangefield%20Dental%20Care&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,63,,,False,True,False,True,A,8.34,9.0,8.0,7.0,10.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",Request reviews from last 10 customers this week,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
dentist-rutherglen-kingscroft-dental,Kingscroft Dental,dentist,rutherglen,"355 Carmunnock Rd, Glasgow G44 5HH, UK",0141 634 2905,+441416342905,,http://www.kingscroftdental.com/,kingscroftdental.com,4.7,81,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=kingscroftdental.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Kingscroft%20Dental&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
optician-edinburgh-specsavers-opticians-and-audiologists-edinburgh-nicolson-street,Specsavers Opticians and Audiologists Edinburgh - Nicolson Street,optician,edinburgh,"76 Nicolson St, Newington, Edinburgh EH8 9DT, UK",0131 558 5260,+441315585260,geographic,https://www.specsavers.co.uk/stores/northbridge?utm_source=gmb&utm_medium=organic&utm_campaign=1576&y_source=1_MzgwNzMwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,specsavers.co.uk,4.7,394,tier1,True,gatc:4,True,4,https://adstransparency.google.com/?region=GB&domain=specsavers.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Specsavers%20Opticians%20and%20Audiologists%20Edinburgh%20-%20Nicolson%20Street&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,76,,,False,True,False,True,C,6.5,9.0,10.0,9.0,5.3,7.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,primary_category_mismatch,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're spending on Google Ads but not retargeting Meta traffic — ~70% of clicks never convert first visit
mortgage broker-airdrie-independent-mortgage-store,Independent Mortgage Store,mortgage broker,airdrie,"93 Byres Rd, Glasgow G11 5HW, UK",0141 337 3393,+441413373393,geographic,http://www.independent-mortgage-store.co.uk/,independent-mortgage-store.co.uk,5,312,tier1,True,meta:65,False,0,https://adstransparency.google.com/?region=GB&domain=independent-mortgage-store.co.uk,2026-04-14T12:25:21Z,True,65,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Independent%20Mortgage%20Store&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,82,,,False,True,False,False,A,8.19,8.0,10.0,8.33,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Fill service-option attributes (payment, parking, accessibility, amenities)",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
accountant-perth-pine-tax-accounting-perth-smsf-accountant-tax-agent-company-tax-tax-returns,Pine Tax Accounting Perth - SMSF Accountant | Tax Agent | Company Tax | Tax Returns,accountant,perth,"Office 8/62 Ord St, West Perth WA 6005, Australia",(08) 6112 2726,+44861122726,,http://www.pinetax.com.au/,pinetax.com.au,5,81,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=pinetax.com.au,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Pine%20Tax%20Accounting%20Perth%20-%20SMSF%20Accountant%20%7C%20Tax%20Agent%20%7C%20Company%20Tax%20%7C%20Tax%20Returns&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-greenock-clyde-view-dental-implant-centre,Clyde View Dental & Implant Centre,dentist,greenock,"87 W Clyde St, Helensburgh G84 8BB, UK",01436 675660,+441436675660,,https://clydemunrodental.com/practice/clyde-view-dental-practice/,clydemunrodental.com,4.7,106,tier1,True,meta:3;gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=clydemunrodental.com,2026-04-14T12:25:21Z,True,3,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Clyde%20View%20Dental%20%26%20Implant%20Centre&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-stirling-bridge-of-allan-dental-care,Bridge of Allan Dental Care,dentist,stirling,"90A Henderson St, Bridge of Allan, Stirling FK9 4HA, UK",01786 832331,+441786832331,geographic,https://www.bridgeofallandental.com/,bridgeofallandental.com,5,28,tier2,True,meta:140,False,0,https://adstransparency.google.com/?region=GB&domain=bridgeofallandental.com,2026-04-14T12:25:21Z,True,140,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Bridge%20of%20Allan%20Dental%20Care&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,True,False,True,B,68,,,False,True,False,True,B,7.73,9.0,6.0,7.0,8.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 2+ photos: exterior, 2 interior, team, and 2 service shots",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
mortgage broker-edinburgh-new-town-mortgages,New Town Mortgages,mortgage broker,edinburgh,"5A Newhaven Rd, Edinburgh EH6 5QA, UK",0131 629 1950,+441316291950,geographic,http://www.newtownmortgages.co.uk/,newtownmortgages.co.uk,5,156,tier1,True,meta:130,False,0,https://adstransparency.google.com/?region=GB&domain=newtownmortgages.co.uk,2026-04-14T12:25:21Z,True,130,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=New%20Town%20Mortgages&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,True,False,True,B,78,,,False,False,False,True,B,7.2,8.0,3.0,9.0,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 4+ photos: exterior, 2 interior, team, and 2 service shots","Fill service-option attributes (payment, parking, accessibility, amenities)",,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-dundee-bella-skin-co,Bella Skin Co,aesthetic clinic,dundee,"old mill complex Unit MF6A, Brown St, Dundee DD1 5EG, UK",07413 348551,+447413348551,mobile,http://bellaskinco.co.uk/,bellaskinco.co.uk,5,23,tier2,True,meta:16,False,0,https://adstransparency.google.com/?region=GB&domain=bellaskinco.co.uk,2026-04-14T12:25:21Z,True,16,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Bella%20Skin%20Co&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,58,,,False,False,False,False,C,6.64,9.0,3.0,6.0,7.3,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 4+ photos: exterior, 2 interior, team, and 2 service shots",Request reviews from last 10 customers this week,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
landscaper-glasgow-jorges-landscaping-and-gardening-services,Jorges landscaping and gardening services,landscaper,Glasgow,"1722 Paisley Rd W, Cardonald, Glasgow G52 3TP, UK",07596 032247,+447596032247,mobile,https://jorgeslandscapeandgardeningservices.co.uk/,jorgeslandscapeandgardeningservices.co.uk,4.9,98,tier1,True,gatc:4;meta:7,True,4,https://adstransparency.google.com/?region=GB&domain=jorgeslandscapeandgardeningservices.co.uk,2026-04-14T12:25:21Z,True,7,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Jorges%20landscaping%20and%20gardening%20services&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,119,,,False,False,False,False,B,7.84,8.0,10.0,7.33,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Fill service-option attributes (payment, parking, accessibility, amenities)",Request reviews from last 10 customers this week,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're spending on Google Ads but not retargeting Meta traffic — ~70% of clicks never convert first visit
dentist-cumbernauld-millersneuk-dental-practice,Millersneuk Dental Practice,dentist,cumbernauld,"112 Kirkintilloch Rd, Lenzie, Glasgow G66 4LQ, UK",0141 777 7511,+441417777511,,http://dentalglasgow.co.uk/,dentalglasgow.co.uk,4.9,68,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=dentalglasgow.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Millersneuk%20Dental%20Practice&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
aesthetic clinic-stirling-precise-medical-aesthetics,Precise Medical Aesthetics,aesthetic clinic,stirling,"27 Main St, Bannockburn, Stirling FK7 8LZ, UK",01786 812852,+441786812852,geographic,http://www.precisemedical.co.uk/,precisemedical.co.uk,5,83,tier1,True,meta:34,False,0,https://adstransparency.google.com/?region=GB&domain=precisemedical.co.uk,2026-04-14T12:25:21Z,True,34,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Precise%20Medical%20Aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,82,,,False,False,False,False,A,8.72,9.0,10.0,7.67,8.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
solicitor-edinburgh-jamieson-law,Jamieson Law,solicitor,edinburgh,"Hudson House, Business Centre, 8 Albany St, Edinburgh EH1 3QB, UK",0330 058 9346,+443300589346,nongeographic,https://jamiesonlaw.legal/?utm_source=google-map-scotland&utm_campaign=gmb&utm_medium=organic,jamiesonlaw.legal,4.9,103,tier1,True,meta:50,False,0,https://adstransparency.google.com/?region=GB&domain=jamiesonlaw.legal,2026-04-14T12:25:21Z,True,50,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Jamieson%20Law&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,78,,,False,False,False,False,B,7.46,8.0,6.0,7.67,7.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 2+ photos: exterior, 2 interior, team, and 2 service shots","Fill service-option attributes (payment, parking, accessibility, amenities)",,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
driving school-glasgow-elite-gears-driving-school,Elite Gears Driving School,driving school,glasgow,"10 Batson St, Glasgow G42 7EG, UK",07557 662408,+447557662408,,https://www.elitegearsdrivingschool.co.uk/,elitegearsdrivingschool.co.uk,5,108,tier1,True,gatc:4;meta:43;gac_conv_tag;gac_remarketing_tag,True,4,https://adstransparency.google.com/?region=GB&domain=elitegearsdrivingschool.co.uk,2026-04-14T12:25:21Z,True,43,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Elite%20Gears%20Driving%20School&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
solicitor-inverness-a-fraser-co,A Fraser & Co,solicitor,inverness,"106 Church St, Inverness IV1 1EP, UK",01463 229917,+441463229917,geographic,https://afrasersolicitors.com/,afrasersolicitors.com,4.9,133,tier1,True,meta:50000,False,0,https://adstransparency.google.com/?region=GB&domain=afrasersolicitors.com,2026-04-14T12:25:21Z,True,50000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=A%20Fraser%20%26%20Co&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,72,,,False,False,False,False,C,6.29,8.0,0.0,7.33,7.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 6+ photos: exterior, 2 interior, team, and 2 service shots","Fill service-option attributes (payment, parking, accessibility, amenities)",,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
interior designer-aberdeen-prestige-decorators-aberdeen-ltd,Prestige Decorators (Aberdeen) Ltd,interior designer,aberdeen,"Mains Of, Portlethen, Farm, Aberdeen AB12 4QP, UK",07763 675122,+447763675122,,http://prestigedecorators.com/,prestigedecorators.com,5,85,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=prestigedecorators.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Prestige%20Decorators%20%28Aberdeen%29%20Ltd&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
cosmetic clinic-edinburgh-dermal-clinic-edinburgh,Dermal Clinic Edinburgh,cosmetic clinic,edinburgh,"21-23 Church Hill Pl, Edinburgh EH10 4BE, UK",0131 447 2642,+441314472642,,http://www.dermalclinic.co.uk/,dermalclinic.co.uk,4.7,169,tier1,True,meta:1;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=dermalclinic.co.uk,2026-04-14T12:25:21Z,True,1,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Dermal%20Clinic%20Edinburgh&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
wedding venue-aberdeen-ballogie-house,Ballogie House,wedding venue,aberdeen,"Ballogie, Aboyne AB34 5DT, UK",01339 886497,+441339886497,,http://www.ballogie-estate.co.uk/stay/ballogie-house,ballogie-estate.co.uk,4.8,43,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=ballogie-estate.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Ballogie%20House&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,False,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
aesthetic clinic-kirkcaldy-heavenly-sensations,Heavenly Sensations,aesthetic clinic,kirkcaldy,"276 High St, Kirkcaldy KY1 1LB, UK",01592 266000,+441592266000,,http://www.heavenlysensations.co.uk/,heavenlysensations.co.uk,4.9,202,tier1,True,meta:3;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=heavenlysensations.co.uk,2026-04-14T12:25:21Z,True,3,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Heavenly%20Sensations&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
accountant-airdrie-benson-wood,Benson Wood,accountant,airdrie,"2nd Floor East, Rosehall Rd, Bellshill ML4 3NR, UK",01236 756161,+441236756161,geographic,https://www.benson-wood.co.uk/,benson-wood.co.uk,4.9,52,tier1,True,gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=benson-wood.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Benson%20Wood&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,True,True,True,True,False,True,,32,,,True,True,False,True,A,8.08,9.0,10.0,7.0,6.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",Request reviews from last 10 customers this week,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list","Google retargeting tag is live, Meta pixel isn't — cross-channel retargeting gap"
plumber-glasgow-plumbers-glasgow-ltd,Plumbers Glasgow Ltd,plumber,Glasgow,"Suite 109, 111 W George St, Glasgow G2 1QX, UK",0141 468 9930,+441414689930,,https://glasgowsplumber.co.uk/,glasgowsplumber.co.uk,5,42,tier1,True,gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=glasgowsplumber.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Plumbers%20Glasgow%20Ltd&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,False,False,True,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-motherwell-scottish-orthodontics-motherwell,Scottish Orthodontics Motherwell,dentist,motherwell,"98 Hamilton Rd, Motherwell ML1 3DG, UK",01698 239792,+441698239792,,https://scottishorthodontics.com/find-us/motherwell/,scottishorthodontics.com,4.9,164,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=scottishorthodontics.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Scottish%20Orthodontics%20Motherwell&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
optician-aberdeen-hughes-macdonald-davidson-ophthalmic-opticians,"Hughes, Macdonald & Davidson Ophthalmic Opticians",optician,aberdeen,"75 High St, Banchory AB31 5TJ, UK",01330 822903,+441330822903,,https://hmdopticians.co.uk/banchory/?utm_source=google&utm_medium=organic&utm_campaign=profile_traffic&utm_term=google_profile,hmdopticians.co.uk,4.9,447,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=hmdopticians.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Hughes%2C%20Macdonald%20%26%20Davidson%20Ophthalmic%20Opticians&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
optician-edinburgh-optical-studio,Optical Studio,optician,edinburgh,"20 Great Jct St, Leith, Edinburgh EH6 5LA, UK",0131 554 1689,+441315541689,geographic,http://www.opticalstudio.net/,opticalstudio.net,4.9,271,tier1,True,meta:9,False,0,https://adstransparency.google.com/?region=GB&domain=opticalstudio.net,2026-04-14T12:25:21Z,True,9,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Optical%20Studio&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,61,,,False,False,False,True,C,6.5,9.0,10.0,8.0,5.3,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,primary_category_mismatch,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
